PROJECTNAME,COMPANY ADDR1,COMPANY ADDR2,COMAPNY ADDR3,COMPANY CITY,COMPANY STATE,COMPANY ZIP,company_zip4,COMPANY PHN,project_bar_code,nm_addr_txt_1,nm_addr_txt_2,nm_addr_txt_3,nm_addr_txt_4,nm_addr_txt_5,us_city_nm,us_st_cd,us_zip_cd_5,clm_no,mail_dt,Transactions,sec_shrt_nm,sec_tran_dtm,sec_tran_qty,sec_tran_prc_amt,sec_tran_ttl_amt
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,5/3/2011,100,40.23,4023
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,5/3/2011,100,40.15,4015.16
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,5/3/2011,200,40.22,8044.42
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,5/3/2011,100,40.28,4028
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,5/3/2011,100,40.22,4022.21
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,5/3/2011,100,40.2,4020.27
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,5/3/2011,300,40.2,12060.81
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,5/3/2011,100,40.17,4017
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,5/2/2011,100,40.04,4004
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,5/2/2011,100,40.01,4001
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,4/29/2011,100,40.32,4032.3
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,4/28/2011,100,40.46,4046.75
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,4/28/2011,100,40.4,4040.44
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,4/28/2011,100,40.41,4041.48
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,4/27/2011,100,41.01,4101
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,4/26/2011,100,40.7,4070
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,4/26/2011,100,40.73,4073.75
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,4/25/2011,100,40.57,4057
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,4/21/2011,100,40.96,4096.25
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,4/21/2011,100,40.9,4090
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,4/20/2011,25,40.9,1022.5
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,4/20/2011,100,40.97,4097
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,4/20/2011,100,40.92,4092
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,4/20/2011,100,40.91,4091
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,4/20/2011,4,40.9,163.6
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,4/20/2011,71,40.9,2903.9
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,4/20/2011,100,40.95,4095
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,4/20/2011,100,40.95,4095
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,4/18/2011,100,39.57,3957
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,4/15/2011,63,40.35,2542.05
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,4/15/2011,37,40.35,1492.95
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,4/14/2011,100,40.39,4039
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,4/14/2011,100,40.3,4030
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,4/14/2011,100,40.3,4030
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,4/14/2011,100,40.36,4036
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,4/13/2011,100,41.22,4122
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,4/13/2011,100,41.26,4126
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,4/13/2011,100,41.23,4123
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,4/12/2011,100,41.06,4106
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,4/12/2011,12,41.16,493.92
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,6/2/2011,100,36.44,3644
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,6/3/2011,100,36.17,3617
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,6/3/2011,100,36.2,3620.08
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,6/6/2011,100,36.07,3607.66
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Purchase,HEWLETT-PACKARD COMPANY,6/6/2011,100,35.93,3593.5
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,6/7/2011,100,35.89,3589
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,6/7/2011,100,35.64,3564
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,6/7/2011,100,35.69,3569
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,6/7/2011,100,35.68,3568
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,6/7/2011,100,35.8,3580
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,6/7/2011,100,35.85,3585
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,6/7/2011,100,35.68,3568.75
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,6/7/2011,100,35.79,3579
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,6/7/2011,100,35.67,3567
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,6/7/2011,100,35.82,3582
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,6/7/2011,100,35.67,3567
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,6/7/2011,100,35.73,3573
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,6/7/2011,100,35.77,3577
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,6/7/2011,100,35.9,3590
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,6/8/2011,100,35.52,3552
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,6/8/2011,100,35.53,3553
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,6/8/2011,100,35.47,3547
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,6/8/2011,100,35.38,3538
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,6/8/2011,95,35.47,3369.65
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,6/8/2011,100,35.34,3534
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,6/8/2011,100,35.38,3538
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,6/8/2011,100,35.37,3537
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,6/8/2011,100,35.36,3536
Hewlett-Packard Securities Litigation,"c/o Garden City Group, LLC",Claims Administrator,P.O. Box 10056,Dublin,OH,43017,6656,1-877-782-8059,HPD0104183336,BATTEA FBO,"BANK OF AMERICA, N.A.",400 MONTGOMERY STREET,SUITE 1040,,SAN FRANCISCO,CA,94104,10217538,8/9/2008,Sale,HEWLETT-PACKARD COMPANY,6/8/2011,100,35.36,3536
